,year,state,month,number
6022,2004,Sergipe,March,36.0
6023,2005,Sergipe,March,28.0
6024,2006,Sergipe,March,41.0
6025,2007,Sergipe,March,2.0
6026,2008,Sergipe,March,43.0
6027,2009,Sergipe,March,29.0
6028,2010,Sergipe,March,44.0
6029,2011,Sergipe,March,47.0
6030,2012,Sergipe,March,71.0
6031,2013,Sergipe,March,67.0
6032,2014,Sergipe,March,33.0
6033,2015,Sergipe,March,49.0
6034,2016,Sergipe,March,26.0
6035,2017,Sergipe,March,16.0
6036,1998,Sergipe,April,0.0
6037,1999,Sergipe,April,6.0
6038,2000,Sergipe,April,1.0
6039,2001,Sergipe,April,0.0
6040,2002,Sergipe,April,12.0
6041,2003,Sergipe,April,48.0
6042,2004,Sergipe,April,13.0
6043,2005,Sergipe,April,8.0
6044,2006,Sergipe,April,9.0
6045,2007,Sergipe,April,1.0
6046,2008,Sergipe,April,2.0
6047,2009,Sergipe,April,19.0
6048,2010,Sergipe,April,1.0
6049,2011,Sergipe,April,12.0
6050,2012,Sergipe,April,40.0
6051,2013,Sergipe,April,15.0
6052,2014,Sergipe,April,7.0
6053,2015,Sergipe,April,35.0
6054,2016,Sergipe,April,14.0
6055,2017,Sergipe,April,8.0
6056,1998,Sergipe,May,0.0
6057,1999,Sergipe,May,0.0
6058,2000,Sergipe,May,0.0
6059,2001,Sergipe,May,3.0
6060,2002,Sergipe,May,0.0
6061,2003,Sergipe,May,2.0
6062,2004,Sergipe,May,5.0
6063,2005,Sergipe,May,0.0
6064,2006,Sergipe,May,0.0
6065,2007,Sergipe,May,0.0
6066,2008,Sergipe,May,0.0
6067,2009,Sergipe,May,0.0
6068,2010,Sergipe,May,0.0
6069,2011,Sergipe,May,0.0
6070,2012,Sergipe,May,17.0
6071,2013,Sergipe,May,1.0
6072,2014,Sergipe,May,1.0
6073,2015,Sergipe,May,11.0
6074,2016,Sergipe,May,9.0
6075,2017,Sergipe,May,1.0
6076,1998,Sergipe,June,0.0
6077,1999,Sergipe,June,0.0
6078,2000,Sergipe,June,0.0
6079,2001,Sergipe,June,0.0
6080,2002,Sergipe,June,0.0
6081,2003,Sergipe,June,0.0
6082,2004,Sergipe,June,0.0
6083,2005,Sergipe,June,0.0
6084,2006,Sergipe,June,0.0
6085,2007,Sergipe,June,0.0
6086,2008,Sergipe,June,0.0
6087,2009,Sergipe,June,2.0
6088,2010,Sergipe,June,0.0
6089,2011,Sergipe,June,1.0
6090,2012,Sergipe,June,3.0
6091,2013,Sergipe,June,1.0
6092,2014,Sergipe,June,0.0
6093,2015,Sergipe,June,3.0
6094,2016,Sergipe,June,1.0
6095,2017,Sergipe,June,0.0
6096,1998,Sergipe,July,0.0
6097,1999,Sergipe,July,0.0
6098,2000,Sergipe,July,0.0
6099,2001,Sergipe,July,0.0
6100,2002,Sergipe,July,0.0
6101,2003,Sergipe,July,0.0
6102,2004,Sergipe,July,0.0
6103,2005,Sergipe,July,0.0
6104,2006,Sergipe,July,0.0
6105,2007,Sergipe,July,0.0
6106,2008,Sergipe,July,0.0
6107,2009,Sergipe,July,0.0
6108,2010,Sergipe,July,0.0
6109,2011,Sergipe,July,0.0
6110,2012,Sergipe,July,1.0
6111,2013,Sergipe,July,0.0
6112,2014,Sergipe,July,0.0
6113,2015,Sergipe,July,0.0
6114,2016,Sergipe,July,0.0
6115,2017,Sergipe,July,0.0
6116,1998,Sergipe,August,0.0
6117,1999,Sergipe,August,0.0
6118,2000,Sergipe,August,0.0
6119,2001,Sergipe,August,0.0
6120,2002,Sergipe,August,2.0
6121,2003,Sergipe,August,0.0
6122,2004,Sergipe,August,0.0
6123,2005,Sergipe,August,0.0
6124,2006,Sergipe,August,0.0
6125,2007,Sergipe,August,0.0
6126,2008,Sergipe,August,0.0
6127,2009,Sergipe,August,0.0
6128,2010,Sergipe,August,0.0
6129,2011,Sergipe,August,1.0
6130,2012,Sergipe,August,0.0
6131,2013,Sergipe,August,0.0
6132,2014,Sergipe,August,0.0
6133,2015,Sergipe,August,0.0
6134,2016,Sergipe,August,6.0
6135,2017,Sergipe,August,0.0
6136,1998,Sergipe,September,0.0
6137,1999,Sergipe,September,0.0
6138,2000,Sergipe,September,0.0
6139,2001,Sergipe,September,1.0
6140,2002,Sergipe,September,0.0
6141,2003,Sergipe,September,3.0
6142,2004,Sergipe,September,0.0
6143,2005,Sergipe,September,2.0
6144,2006,Sergipe,September,0.0
6145,2007,Sergipe,September,0.0
6146,2008,Sergipe,September,0.0
6147,2009,Sergipe,September,1.0
6148,2010,Sergipe,September,0.0
6149,2011,Sergipe,September,0.0
6150,2012,Sergipe,September,1.0
6151,2013,Sergipe,September,1.0
6152,2014,Sergipe,September,4.0
6153,2015,Sergipe,September,1.0
6154,2016,Sergipe,September,2.0
6155,2017,Sergipe,September,0.0
6156,1998,Sergipe,October,0.0
6157,1999,Sergipe,October,0.0
6158,2000,Sergipe,October,3.0
6159,2001,Sergipe,October,5.0
6160,2002,Sergipe,October,20.0
6161,2003,Sergipe,October,2.0
6162,2004,Sergipe,October,3.0
6163,2005,Sergipe,October,11.0
6164,2006,Sergipe,October,3.0
6165,2007,Sergipe,October,3.0
6166,2008,Sergipe,October,0.0
6167,2009,Sergipe,October,1.0
6168,2010,Sergipe,October,1.0
6169,2011,Sergipe,October,5.0
6170,2012,Sergipe,October,1.0
6171,2013,Sergipe,October,3.0
6172,2014,Sergipe,October,3.0
6173,2015,Sergipe,October,6.0
6174,2016,Sergipe,October,10.0
6175,2017,Sergipe,October,0.0
6176,1998,Sergipe,November,12.0
6177,1999,Sergipe,November,3.0
6178,2000,Sergipe,November,0.0
6179,2001,Sergipe,November,5.0
6180,2002,Sergipe,November,57.0
6181,2003,Sergipe,November,2.0
6182,2004,Sergipe,November,41.0
6183,2005,Sergipe,November,23.0
6184,2006,Sergipe,November,5.0
6185,2007,Sergipe,November,7.0
6186,2008,Sergipe,November,17.0
6187,2009,Sergipe,November,9.0
6188,2010,Sergipe,November,16.0
6189,2011,Sergipe,November,4.0
6190,2012,Sergipe,November,6.0
6191,2013,Sergipe,November,7.0
6192,2014,Sergipe,November,9.0
6193,2015,Sergipe,November,47.0
6194,2016,Sergipe,November,17.0
6195,2017,Sergipe,November,1.0
6196,1998,Sergipe,December,8.0
6197,1999,Sergipe,December,5.0
6198,2000,Sergipe,December,0.0
6199,2001,Sergipe,December,5.0
6200,2002,Sergipe,December,103.0
6201,2003,Sergipe,December,36.0
6202,2004,Sergipe,December,66.0
6203,2005,Sergipe,December,29.0
6204,2006,Sergipe,December,17.0
6205,2007,Sergipe,December,33.0
6206,2008,Sergipe,December,14.0
6207,2009,Sergipe,December,21.0
6208,2010,Sergipe,December,19.0
6209,2011,Sergipe,December,36.0
6210,2012,Sergipe,December,18.0
6211,2013,Sergipe,December,9.0
6212,2014,Sergipe,December,9.0
6213,2015,Sergipe,December,63.0
6214,2016,Sergipe,December,36.0
6215,1998,Tocantins,January,0.0
6216,1999,Tocantins,January,36.0
6217,2000,Tocantins,January,15.0
6218,2001,Tocantins,January,19.0
6219,2002,Tocantins,January,35.0
6220,2003,Tocantins,January,35.0
6221,2004,Tocantins,January,40.0
6222,2005,Tocantins,January,66.0
6223,2006,Tocantins,January,91.0
6224,2007,Tocantins,January,34.0
6225,2008,Tocantins,January,28.0
6226,2009,Tocantins,January,43.0
6227,2010,Tocantins,January,79.0
6228,2011,Tocantins,January,14.0
6229,2012,Tocantins,January,12.0
6230,2013,Tocantins,January,50.0
6231,2014,Tocantins,January,89.0
6232,2015,Tocantins,January,186.0
6233,2016,Tocantins,January,42.0
6234,2017,Tocantins,January,61.0
6235,1998,Tocantins,February,0.0
6236,1999,Tocantins,February,1.0
6237,2000,Tocantins,February,6.0
6238,2001,Tocantins,February,6.0
6239,2002,Tocantins,February,48.0
6240,2003,Tocantins,February,15.0
6241,2004,Tocantins,February,7.0
6242,2005,Tocantins,February,27.0
6243,2006,Tocantins,February,14.0
6244,2007,Tocantins,February,8.0
6245,2008,Tocantins,February,6.0
6246,2009,Tocantins,February,21.0
6247,2010,Tocantins,February,32.0
6248,2011,Tocantins,February,13.0
6249,2012,Tocantins,February,45.0
6250,2013,Tocantins,February,37.0
6251,2014,Tocantins,February,73.0
6252,2015,Tocantins,February,65.0
6253,2016,Tocantins,February,383.0
6254,2017,Tocantins,February,25.0
6255,1998,Tocantins,March,0.0
6256,1999,Tocantins,March,1.0
6257,2000,Tocantins,March,4.0
6258,2001,Tocantins,March,0.0
6259,2002,Tocantins,March,33.0
6260,2003,Tocantins,March,19.0
6261,2004,Tocantins,March,23.0
6262,2005,Tocantins,March,13.0
6263,2006,Tocantins,March,11.0
6264,2007,Tocantins,March,99.0
6265,2008,Tocantins,March,4.0
6266,2009,Tocantins,March,23.0
6267,2010,Tocantins,March,120.0
6268,2011,Tocantins,March,16.0
6269,2012,Tocantins,March,80.0
6270,2013,Tocantins,March,60.0
6271,2014,Tocantins,March,58.0
6272,2015,Tocantins,March,85.0
6273,2016,Tocantins,March,165.0
6274,2017,Tocantins,March,98.0
6275,1998,Tocantins,April,0.0
6276,1999,Tocantins,April,9.0
6277,2000,Tocantins,April,0.0
6278,2001,Tocantins,April,19.0
6279,2002,Tocantins,April,37.0
6280,2003,Tocantins,April,64.0
6281,2004,Tocantins,April,52.0
6282,2005,Tocantins,April,52.0
6283,2006,Tocantins,April,4.0
6284,2007,Tocantins,April,22.0
6285,2008,Tocantins,April,46.0
6286,2009,Tocantins,April,5.0
6287,2010,Tocantins,April,419.0
6288,2011,Tocantins,April,106.0
6289,2012,Tocantins,April,226.0
6290,2013,Tocantins,April,130.0
6291,2014,Tocantins,April,187.0
6292,2015,Tocantins,April,88.0
6293,2016,Tocantins,April,369.0
6294,2017,Tocantins,April,164.0
6295,1998,Tocantins,May,0.0
6296,1999,Tocantins,May,24.0
6297,2000,Tocantins,May,69.0
6298,2001,Tocantins,May,48.0
6299,2002,Tocantins,May,138.0
6300,2003,Tocantins,May,96.0
6301,2004,Tocantins,May,350.0
6302,2005,Tocantins,May,236.0
6303,2006,Tocantins,May,35.0
6304,2007,Tocantins,May,250.0
6305,2008,Tocantins,May,81.0
6306,2009,Tocantins,May,91.0
6307,2010,Tocantins,May,580.0
6308,2011,Tocantins,May,354.0
6309,2012,Tocantins,May,467.0
6310,2013,Tocantins,May,373.0
6311,2014,Tocantins,May,618.0
6312,2015,Tocantins,May,512.0
6313,2016,Tocantins,May,778.0
6314,2017,Tocantins,May,576.0
6315,1998,Tocantins,June,252.0
6316,1999,Tocantins,June,113.0
6317,2000,Tocantins,June,278.0
6318,2001,Tocantins,June,305.0
6319,2002,Tocantins,June,396.0
6320,2003,Tocantins,June,329.0
6321,2004,Tocantins,June,1079.0
6322,2005,Tocantins,June,669.0
6323,2006,Tocantins,June,289.0
6324,2007,Tocantins,June,591.0
6325,2008,Tocantins,June,282.0
6326,2009,Tocantins,June,421.0
6327,2010,Tocantins,June,767.0
6328,2011,Tocantins,June,717.0
6329,2012,Tocantins,June,922.0
6330,2013,Tocantins,June,873.0
6331,2014,Tocantins,June,1372.0
6332,2015,Tocantins,June,1150.0
6333,2016,Tocantins,June,1148.0
6334,2017,Tocantins,June,1320.0
6335,1998,Tocantins,July,640.0
6336,1999,Tocantins,July,373.0
6337,2000,Tocantins,July,500.0
6338,2001,Tocantins,July,830.0
6339,2002,Tocantins,July,976.0
6340,2003,Tocantins,July,762.0
6341,2004,Tocantins,July,1389.0
6342,2005,Tocantins,July,1082.0
6343,2006,Tocantins,July,430.0
6344,2007,Tocantins,July,982.0
6345,2008,Tocantins,July,441.0
6346,2009,Tocantins,July,989.0
6347,2010,Tocantins,July,2408.0
6348,2011,Tocantins,July,1001.0
6349,2012,Tocantins,July,1693.0
6350,2013,Tocantins,July,1393.0
6351,2014,Tocantins,July,1404.0
6352,2015,Tocantins,July,1217.0
6353,2016,Tocantins,July,2737.0
6354,2017,Tocantins,July,2397.0
6355,1998,Tocantins,August,3747.0
6356,1999,Tocantins,August,1284.0
6357,2000,Tocantins,August,1949.0
6358,2001,Tocantins,August,2242.0
6359,2002,Tocantins,August,3027.0
6360,2003,Tocantins,August,1339.0
6361,2004,Tocantins,August,1776.0
6362,2005,Tocantins,August,1840.0
6363,2006,Tocantins,August,1277.0
6364,2007,Tocantins,August,4747.0
6365,2008,Tocantins,August,845.0
6366,2009,Tocantins,August,1124.0
6367,2010,Tocantins,August,7865.0
6368,2011,Tocantins,August,1668.0
6369,2012,Tocantins,August,4280.0
6370,2013,Tocantins,August,1810.0
6371,2014,Tocantins,August,2917.0
6372,2015,Tocantins,August,2540.0
6373,2016,Tocantins,August,3213.0
6374,2017,Tocantins,August,3536.0
6375,1998,Tocantins,September,5149.0
6376,1999,Tocantins,September,3415.0
6377,2000,Tocantins,September,2552.0
6378,2001,Tocantins,September,4839.0
6379,2002,Tocantins,September,5314.0
6380,2003,Tocantins,September,4637.0
6381,2004,Tocantins,September,5308.0
6382,2005,Tocantins,September,5319.0
6383,2006,Tocantins,September,2979.0
6384,2007,Tocantins,September,6829.0
6385,2008,Tocantins,September,2390.0
6386,2009,Tocantins,September,2017.0
6387,2010,Tocantins,September,10172.0
6388,2011,Tocantins,September,4658.0
6389,2012,Tocantins,September,746.0
6390,2013,Tocantins,September,2445.0
6391,2014,Tocantins,September,3520.0
6392,2015,Tocantins,September,5510.0
6393,2016,Tocantins,September,3245.0
6394,2017,Tocantins,September,10737.0
6395,1998,Tocantins,October,1738.0
6396,1999,Tocantins,October,1378.0
6397,2000,Tocantins,October,1053.0
6398,2001,Tocantins,October,684.0
6399,2002,Tocantins,October,1537.0
6400,2003,Tocantins,October,1339.0
6401,2004,Tocantins,October,1658.0
6402,2005,Tocantins,October,2913.0
6403,2006,Tocantins,October,1176.0
6404,2007,Tocantins,October,2252.0
6405,2008,Tocantins,October,2832.0
6406,2009,Tocantins,October,718.0
6407,2010,Tocantins,October,2272.0
6408,2011,Tocantins,October,1591.0
6409,2012,Tocantins,October,3680.0
6410,2013,Tocantins,October,2155.0
6411,2014,Tocantins,October,4.0
6412,2015,Tocantins,October,4844.0
6413,2016,Tocantins,October,2032.0
6414,2017,Tocantins,October,2969.0
6415,1998,Tocantins,November,1.0
6416,1999,Tocantins,November,29.0
6417,2000,Tocantins,November,96.0
6418,2001,Tocantins,November,100.0
6419,2002,Tocantins,November,207.0
6420,2003,Tocantins,November,146.0
6421,2004,Tocantins,November,424.0
6422,2005,Tocantins,November,271.0
6423,2006,Tocantins,November,108.0
6424,2007,Tocantins,November,147.0
6425,2008,Tocantins,November,104.0
6426,2009,Tocantins,November,251.0
6427,2010,Tocantins,November,283.0
6428,2011,Tocantins,November,144.0
6429,2012,Tocantins,November,179.0
6430,2013,Tocantins,November,345.0
6431,2014,Tocantins,November,451.0
6432,2015,Tocantins,November,833.0
6433,2016,Tocantins,November,623.0
6434,2017,Tocantins,November,434.0
6435,1998,Tocantins,December,9.0
6436,1999,Tocantins,December,16.0
6437,2000,Tocantins,December,20.0
6438,2001,Tocantins,December,21.0
6439,2002,Tocantins,December,39.0
6440,2003,Tocantins,December,109.0
6441,2004,Tocantins,December,96.0
6442,2005,Tocantins,December,53.0
6443,2006,Tocantins,December,15.0
6444,2007,Tocantins,December,13.0
6445,2008,Tocantins,December,7.0
6446,2009,Tocantins,December,46.0
6447,2010,Tocantins,December,72.0
6448,2011,Tocantins,December,105.0
6449,2012,Tocantins,December,128.0
6450,2013,Tocantins,December,85.0
6451,2014,Tocantins,December,223.0
6452,2015,Tocantins,December,373.0
6453,2016,Tocantins,December,119.0
